0.21766159	0.06348435	0.024983903
0.048748992	-0.052096017	0.035906147
-0.047557868	-0.04846556	-0.0020527244
-0.0042929417	0.07386609	0.011853129
0.086285084	-0.023985757	-0.10165442
0.034725744	0.0076431166	0.02837805
0.08293792	-0.059811745	0.0246777
-0.009239839	0.026891636	0.05885269
0.12637515	-0.08053532	-0.06760994
-0.035250694	0.0146021545	0.07484902
0.11492954	-0.03177784	-0.034399994
0.04518959	0.08361887	-0.09267741
-0.025098864	-0.042883746	-0.010605086
-0.03321041	0.13206677	0.17559384
-0.06777144	-0.044223364	-0.06796368
-0.12159518	0.058557454	0.02002581
0.0016956835	-0.035433732	-0.046664152
-0.028784228	-0.022465456	-0.08387955
0.033882145	-0.09113229	-0.018720932
-0.028268607	0.12112341	0.032234848
0.034431286	-0.09516329	0.08006543
0.0041498733	0.15485807	-0.118525654
0.009666291	0.064919405	-0.03621377
-0.046162196	0.020248998	0.048575792
0.09461845	-0.00070119475	-0.20759138
0.036594484	0.053139083	0.04398483
0.11500177	-0.10883259	-0.018430429
-0.006618064	-0.08651622	0.0354988
0.025693452	-0.038642924	-0.06443958
-0.12300372	-0.13527597	-0.009920418
0.06622918	0.0051346025	-0.0315653
0.006463051	-0.08852524	-0.07272653
0.06901497	-0.047086116	0.003108923
0.07067631	-0.01550015	0.051672522
0.034188442	0.10592764	0.08741745
-0.0711654	-0.0272788	0.15702131
0.051596787	0.028915677	-0.049011495
-0.08520157	-0.021214547	0.03154488
0.06018574	0.18550633	-0.049862254
-0.13316151	0.061293934	-0.0038294327
0.0747994	-0.07087362	0.046955068
-0.06629861	0.15774596	0.08387743
-0.099067196	-0.06838253	0.051320292
-0.044284984	-0.15324895	-0.08449313
0.06607025	0.112429164	-0.11660913
-0.14532141	-0.026903003	0.041117765
0.09546641	-0.06354228	-0.112244174
-0.07408002	-0.08592164	0.053714644
-0.22995013	-0.11103363	-0.0307019
-0.15778422	0.11354729	0.07343704
-0.08758997	0.072893105	0.0018426976
0.07729747	0.0023599223	-0.049564745
0.20854548	-0.07804065	-0.14427964
-0.037545525	-0.055987764	-0.12119547
0.2959837	0.07005576	-0.1212536
-0.054362252	-0.006780475	0.023370784
-0.23176417	-0.074129105	0.22089934
0.19336712	-0.050150365	-0.083100915
-0.09289094	-0.09282792	0.04934882
-0.31279287	0.059058525	0.23416004
0.11239807	0.040965393	-0.15965775
-0.11599495	-0.011195372	0.19764477
0.002291924	0.041212805	0.119088344
-0.24712084	0.008671338	0.027485637
0.13511167	0.10406472	-0.118945874
0.06429042	-0.10403643	0.0113754235
0.14553937	0.09439423	0.010741315
0.047895517	-0.06939887	0.023741694
-0.04000092	0.06814981	-0.0033727807
0.0018113877	0.024918174	0.12207003
-0.020828417	-0.137071	-0.018639283
0.13069196	0.09940651	0.0065280376
0.08915897	0.08054266	-0.2911496
-0.046536706	0.016686706	0.01581978
0.054903347	0.0054960507	-0.033660334
-0.045746032	-0.062055394	-0.02855264
-0.20493206	0.13015255	0.1907195
-0.78516036	-0.14977233	0.7629896
-0.03363574	0.022946378	0.019843496
0.13483794	0.1377447	-0.17410669
-0.15451486	0.023418305	0.043961737
0.15387808	0.18879996	-0.14236511
0.034781307	0.024309432	-0.0057112174
0.13433196	0.052619673	0.029596072
0.08077115	0.013414347	0.018061923
-0.009331294	-0.048755564	-0.13994081
0.41593823	0.18009035	-0.43747246
0.04483896	-0.05553909	0.051245417
-0.11071143	-0.017799992	-0.18733948
0.053028893	0.1837203	0.04974086
0.18250442	-0.021415176	0.00910507
-0.14692813	0.1647623	-0.07694768
-0.098645516	-0.11113884	-0.013656798
0.053765915	-0.05689447	-0.13656732
-0.18509607	-0.03957277	0.17638768
-0.020207794	-0.11339634	-0.104693405
-0.2887681	-0.10569333	0.16568588
0.0018071819	-0.027987352	0.03594048
-0.092817314	0.04928349	0.061433878
-0.15185083	-0.038419753	0.1406229
-0.1469128	-0.19341755	0.091523156
0.05225344	-0.098748446	-0.0075719994
-0.017387094	-0.14171325	-0.0005185148
0.13025951	0.12744622	-0.13366939
-0.16467506	0.0754349	-0.0073326854
-0.024147524	-0.107730515	-0.072821796
0.032535702	0.041592203	-0.08252319
-0.005134909	0.06490029	-0.15482818
-0.009914952	-0.28265655	-0.03930323
0.07862681	0.17579284	-0.038517922
0.09091135	0.026970593	-0.048650056
-0.02127075	0.03136579	-0.034915123
0.25994197	0.17121565	-0.13279437
-0.33855546	0.061403725	0.2739308
0.08394269	0.17842738	-0.07898044
-0.30320728	0.16761401	0.10946614
0.090266615	-0.042723425	-0.05871596
0.6025817	0.5483359	-0.6117516
0.5464975	-0.1032786	-0.34392446
-0.043193076	-0.026789129	0.018488217
-0.0089805275	0.13258405	0.0045245443
-0.22048753	0.046461977	-0.010255653
0.1413971	0.01981342	-0.059337243
0.012730216	-0.14141503	0.040468987
-0.22190963	0.08401995	0.15286985
-0.10627276	-0.04033446	0.048187055
-0.104362406	-0.24008214	0.1334214
0.01516049	-0.028989397	-0.053460993
-0.0489763	0.052562755	0.056197543
-0.06653212	-0.04548642	0.119909376
0.35681084	-0.094687134	-0.26202413
0.12375466	-0.11669444	-0.0046763793
-0.0803211	0.14799511	0.035091817
-0.06772315	0.047075376	0.16340497
0.020377463	0.20143074	0.019023912
0.02410363	-0.10056862	0.13315843
0.04215137	-0.032861486	-0.022945356
-0.18241672	0.16075237	0.08430349
0.08848701	-0.15936586	0.04647012
0.03338346	0.16027147	0.054062244
0.05405795	-0.066148445	-0.0054669622
-0.071761645	0.043160632	0.07063668
-0.09182929	-0.031110344	0.17347603
-0.3386278	-0.21204074	0.1734782
0.01942988	-0.008998006	-0.011034131
-0.20694138	0.09209172	0.22102849
0.066929154	0.045666143	-0.12203785
0.13253883	-0.034134176	0.15869819
-0.23017274	0.0906104	0.030786559
0.065895334	0.020700328	-0.1034004
